Homolog.gene.primaryIdentifier,Homolog.gene.organism.shortName,Homolog.ortholog_gene.primaryIdentifier,Homolog.ortholog_gene.organism.shortName,Homolog.relationship
Potri.001G051900,P. trichocarpa,AT2G33150,A. thaliana,one-to-one
Potri.001G052000,P. trichocarpa,AT1G04700,A. thaliana,many-to-one
Potri.001G052100,P. trichocarpa,AT1G04690,A. thaliana,one-to-one
Potri.001G052300,P. trichocarpa,AT1G04680,A. thaliana,many-to-one
Potri.001G052400,P. trichocarpa,AT4G13720,A. thaliana,many-to-one
Potri.001G052500,P. trichocarpa,AT3G24240,A. thaliana,many-to-one
Potri.001G052600,P. trichocarpa,AT1G04670,A. thaliana,many-to-one
Potri.001G053000,P. trichocarpa,AT1G04650,A. thaliana,many-to-one
Potri.001G053100,P. trichocarpa,AT3G24060,A. thaliana,many-to-one
Potri.001G053400,P. trichocarpa,AT2G33170,A. thaliana,many-to-one
Potri.001G053500,P. trichocarpa,AT3G24050,A. thaliana,many-to-one
Potri.001G053600,P. trichocarpa,AT4G13590,A. thaliana,many-to-one
Potri.001G053700,P. trichocarpa,AT2G33180,A. thaliana,one-to-one
Potri.001G053800,P. trichocarpa,AT3G24040,A. thaliana,one-to-one
Potri.001G054000,P. trichocarpa,AT3G24020,A. thaliana,many-to-many
Potri.001G054000,P. trichocarpa,AT4G13580,A. thaliana,many-to-many
Potri.001G054100,P. trichocarpa,AT3G24020,A. thaliana,many-to-many
Potri.001G054100,P. trichocarpa,AT4G13580,A. thaliana,many-to-many
Potri.001G054400,P. trichocarpa,AT3G23990,A. thaliana,many-to-one
Potri.001G054500,P. trichocarpa,AT1G04630,A. thaliana,many-to-many
Potri.001G054500,P. trichocarpa,AT2G33220,A. thaliana,many-to-many
Potri.001G054600,P. trichocarpa,AT5G60020,A. thaliana,many-to-one
Potri.001G054700,P. trichocarpa,AT5G11860,A. thaliana,many-to-one
Potri.001G054900,P. trichocarpa,AT1G27390,A. thaliana,many-to-one
Potri.001G055000,P. trichocarpa,AT5G43250,A. thaliana,one-to-one
Potri.001G055100,P. trichocarpa,AT1G27920,A. thaliana,many-to-one
Potri.001G055300,P. trichocarpa,AT1G67360,A. thaliana,many-to-one
Potri.001G055400,P. trichocarpa,AT1G67350,A. thaliana,many-to-one
Potri.001G055700,P. trichocarpa,AT1G62940,A. thaliana,one-to-one
Potri.001G055900,P. trichocarpa,AT5G43270,A. thaliana,many-to-one
Potri.001G056000,P. trichocarpa,AT1G67325,A. thaliana,many-to-one
Potri.001G056200,P. trichocarpa,AT1G27950,A. thaliana,many-to-one
Potri.001G056300,P. trichocarpa,AT1G27930,A. thaliana,many-to-many
Potri.001G056300,P. trichocarpa,AT1G67330,A. thaliana,many-to-many
Potri.001G056500,P. trichocarpa,AT1G27385,A. thaliana,many-to-one
Potri.001G056600,P. trichocarpa,AT5G43260,A. thaliana,many-to-one
Potri.001G056700,P. trichocarpa,AT3G61470,A. thaliana,many-to-one
Potri.001G056800,P. trichocarpa,AT1G67340,A. thaliana,many-to-one
Potri.001G057100,P. trichocarpa,AT1G27340,A. thaliana,many-to-one
Potri.001G057200,P. trichocarpa,AT2G25560,A. thaliana,many-to-one
Potri.001G057400,P. trichocarpa,AT1G27320,A. thaliana,many-to-one
Potri.001G057500,P. trichocarpa,AT1G27970,A. thaliana,one-to-one
Potri.001G057700,P. trichocarpa,AT1G27300,A. thaliana,many-to-one
Potri.001G057800,P. trichocarpa,AT1G67310,A. thaliana,many-to-one
Potri.001G057900,P. trichocarpa,AT5G08391,A. thaliana,many-to-one
Potri.001G058100,P. trichocarpa,AT1G27290,A. thaliana,many-to-one
Potri.001G058400,P. trichocarpa,AT1G24260,A. thaliana,many-to-one
Potri.001G058700,P. trichocarpa,AT1G24265,A. thaliana,many-to-many
Potri.001G058700,P. trichocarpa,AT1G24267,A. thaliana,many-to-many
Potri.001G058800,P. trichocarpa,AT5G13080,A. thaliana,many-to-one
Potri.001G058900,P. trichocarpa,AT5G60740,A. thaliana,many-to-one
Potri.001G059400,P. trichocarpa,AT5G13090,A. thaliana,many-to-one
Potri.001G059500,P. trichocarpa,AT1G27990,A. thaliana,many-to-one
Potri.001G059700,P. trichocarpa,AT5G13100,A. thaliana,many-to-one
Potri.001G059800,P. trichocarpa,AT5G50610,A. thaliana,many-to-many
Potri.001G059800,P. trichocarpa,AT5G50710,A. thaliana,many-to-many
Potri.001G059900,P. trichocarpa,AT1G24280,A. thaliana,many-to-many
Potri.001G059900,P. trichocarpa,AT5G13110,A. thaliana,many-to-many
Potri.001G060000,P. trichocarpa,AT3G27010,A. thaliana,many-to-one
Potri.001G060200,P. trichocarpa,AT5G13120,A. thaliana,many-to-one
Potri.001G060500,P. trichocarpa,AT5G13140,A. thaliana,many-to-one
Potri.001G060600,P. trichocarpa,AT3G02000,A. thaliana,many-to-many
Potri.001G060600,P. trichocarpa,AT5G14070,A. thaliana,many-to-many
Potri.001G060700,P. trichocarpa,AT5G13150,A. thaliana,one-to-one
Potri.001G060800,P. trichocarpa,AT5G13160,A. thaliana,many-to-one
Potri.001G060900,P. trichocarpa,AT5G13170,A. thaliana,many-to-one
Potri.001G061000,P. trichocarpa,AT5G43280,A. thaliana,one-to-one
Potri.001G061200,P. trichocarpa,AT5G13180,A. thaliana,many-to-one
Potri.001G061400,P. trichocarpa,AT5G50850,A. thaliana,many-to-one
Potri.001G061500,P. trichocarpa,AT2G33490,A. thaliana,many-to-one
Potri.001G061800,P. trichocarpa,AT1G28050,A. thaliana,many-to-many
Potri.001G061800,P. trichocarpa,AT2G33500,A. thaliana,many-to-many
Potri.001G061900,P. trichocarpa,AT5G13190,A. thaliana,many-to-one
Potri.001G062000,P. trichocarpa,AT1G28070,A. thaliana,many-to-many
Potri.001G062000,P. trichocarpa,AT2G33510,A. thaliana,many-to-many
Potri.001G062500,P. trichocarpa,AT5G13220,A. thaliana,many-to-one
Potri.001G062700,P. trichocarpa,AT5G13250,A. thaliana,many-to-one
Potri.001G063000,P. trichocarpa,AT4G20970,A. thaliana,many-to-one
Potri.001G063100,P. trichocarpa,AT4G20980,A. thaliana,many-to-many
Potri.001G063100,P. trichocarpa,AT5G44320,A. thaliana,many-to-many
Potri.001G063700,P. trichocarpa,AT1G07390,A. thaliana,many-to-one
Potri.001G064200,P. trichocarpa,AT4G30120,A. thaliana,many-to-one
Potri.001G064300,P. trichocarpa,AT2G34400,A. thaliana,many-to-one
Potri.001G064700,P. trichocarpa,AT4G30120,A. thaliana,many-to-one
Potri.001G065600,P. trichocarpa,AT2G33540,A. thaliana,many-to-one
Potri.001G065800,P. trichocarpa,AT5G13260,A. thaliana,many-to-one
Potri.001G065900,P. trichocarpa,AT1G28110,A. thaliana,one-to-many
Potri.001G065900,P. trichocarpa,AT2G33530,A. thaliana,one-to-many
Potri.001G066000,P. trichocarpa,AT1G28100,A. thaliana,many-to-one
Potri.001G066100,P. trichocarpa,AT5G13270,A. thaliana,one-to-one
Potri.001G066400,P. trichocarpa,AT3G26740,A. thaliana,many-to-one
Potri.001G066700,P. trichocarpa,AT5G13290,A. thaliana,many-to-one
Potri.001G066800,P. trichocarpa,AT5G13300,A. thaliana,many-to-one
Potri.001G066900,P. trichocarpa,AT2G33550,A. thaliana,many-to-one
Potri.001G067400,P. trichocarpa,AT1G28120,A. thaliana,many-to-one
Potri.001G067600,P. trichocarpa,AT5G13330,A. thaliana,many-to-one
Potri.001G067700,P. trichocarpa,AT1G57800,A. thaliana,many-to-many
Potri.001G067700,P. trichocarpa,AT1G57820,A. thaliana,many-to-many
Potri.001G067700,P. trichocarpa,AT1G66040,A. thaliana,many-to-many
Potri.001G067700,P. trichocarpa,AT1G66050,A. thaliana,many-to-many
Potri.001G067700,P. trichocarpa,AT5G39550,A. thaliana,many-to-many
Potri.001G067800,P. trichocarpa,AT1G29880,A. thaliana,many-to-one
Potri.001G067900,P. trichocarpa,AT5G13430,A. thaliana,many-to-many
Potri.001G067900,P. trichocarpa,AT5G13440,A. thaliana,many-to-many
Potri.001G068000,P. trichocarpa,AT1G01630,A. thaliana,many-to-one
Potri.001G068100,P. trichocarpa,AT1G27440,A. thaliana,many-to-one
Potri.001G068200,P. trichocarpa,AT5G13420,A. thaliana,many-to-one
Potri.001G068300,P. trichocarpa,AT5G13410,A. thaliana,one-to-one
Potri.001G068400,P. trichocarpa,AT1G11680,A. thaliana,many-to-one
Potri.001G068500,P. trichocarpa,AT5G64680,A. thaliana,one-to-one
Potri.001G068600,P. trichocarpa,AT5G13400,A. thaliana,one-to-one
Potri.001G068800,P. trichocarpa,AT4G14100,A. thaliana,one-to-one
Potri.001G068900,P. trichocarpa,AT5G13390,A. thaliana,many-to-one
Potri.001G069000,P. trichocarpa,AT1G28130,A. thaliana,many-to-one
Potri.001G069100,P. trichocarpa,AT3G61110,A. thaliana,many-to-one
Potri.001G069200,P. trichocarpa,AT1G12880,A. thaliana,many-to-many
Potri.001G069200,P. trichocarpa,AT3G26690,A. thaliana,many-to-many
Potri.001G069300,P. trichocarpa,AT1G28160,A. thaliana,many-to-one
Potri.001G069600,P. trichocarpa,AT4G13420,A. thaliana,many-to-one
Potri.001G070300,P. trichocarpa,AT1G20050,A. thaliana,many-to-one
Potri.001G070500,P. trichocarpa,AT1G44900,A. thaliana,one-to-one
Potri.001G070700,P. trichocarpa,AT1G28190,A. thaliana,many-to-one
Potri.001G070800,P. trichocarpa,AT1G44960,A. thaliana,one-to-one
Potri.001G070900,P. trichocarpa,AT5G47910,A. thaliana,many-to-one
Potri.001G071100,P. trichocarpa,AT1G09590,A. thaliana,many-to-many
Potri.001G071100,P. trichocarpa,AT1G09690,A. thaliana,many-to-many
Potri.001G071100,P. trichocarpa,AT1G57660,A. thaliana,many-to-many
Potri.001G071100,P. trichocarpa,AT1G57860,A. thaliana,many-to-many
Potri.001G071500,P. trichocarpa,AT5G47900,A. thaliana,many-to-one
Potri.001G071700,P. trichocarpa,AT2G19640,A. thaliana,one-to-one
Potri.001G071900,P. trichocarpa,AT5G47890,A. thaliana,many-to-one
Potri.001G072000,P. trichocarpa,AT1G12920,A. thaliana,many-to-many
Potri.001G072000,P. trichocarpa,AT3G26618,A. thaliana,many-to-many
Potri.001G072100,P. trichocarpa,AT1G09760,A. thaliana,many-to-one
Potri.001G072200,P. trichocarpa,AT3G51980,A. thaliana,one-to-one
Potri.001G072300,P. trichocarpa,AT5G47870,A. thaliana,many-to-one
Potri.001G072400,P. trichocarpa,AT5G47860,A. thaliana,many-to-one
Potri.001G072600,P. trichocarpa,AT5G11680,A. thaliana,many-to-one
Potri.001G072700,P. trichocarpa,AT5G59610,A. thaliana,one-to-one
Potri.001G072800,P. trichocarpa,AT3G46740,A. thaliana,many-to-one
Potri.001G073000,P. trichocarpa,AT5G44590,A. thaliana,one-to-many
Potri.001G073000,P. trichocarpa,AT5G44600,A. thaliana,one-to-many
Potri.001G073100,P. trichocarpa,AT1G30820,A. thaliana,many-to-one
Potri.001G073300,P. trichocarpa,AT1G30825,A. thaliana,many-to-one
Potri.001G073400,P. trichocarpa,AT4G20300,A. thaliana,many-to-one
Potri.001G073500,P. trichocarpa,AT4G20280,A. thaliana,one-to-one
Potri.001G073600,P. trichocarpa,AT4G20270,A. thaliana,many-to-one
Potri.001G073700,P. trichocarpa,AT3G13440,A. thaliana,one-to-one
Potri.001G073800,P. trichocarpa,AT2G34900,A. thaliana,many-to-one
Potri.001G073900,P. trichocarpa,AT4G20260,A. thaliana,many-to-one
Potri.001G074000,P. trichocarpa,AT5G44635,A. thaliana,one-to-one
Potri.001G074100,P. trichocarpa,AT1G30840,A. thaliana,many-to-one
Potri.001G074200,P. trichocarpa,AT5G44650,A. thaliana,one-to-one
Potri.001G074300,P. trichocarpa,AT4G20190,A. thaliana,many-to-many
Potri.001G074300,P. trichocarpa,AT5G44660,A. thaliana,many-to-many
Potri.001G074600,P. trichocarpa,AT4G20170,A. thaliana,many-to-many
Potri.001G074600,P. trichocarpa,AT5G44670,A. thaliana,many-to-many
Potri.001G074700,P. trichocarpa,AT5G44680,A. thaliana,many-to-one
Potri.001G074800,P. trichocarpa,AT1G30860,A. thaliana,many-to-many
Potri.001G074800,P. trichocarpa,AT2G34920,A. thaliana,many-to-many
Potri.001G074900,P. trichocarpa,AT4G20150,A. thaliana,many-to-one
Potri.001G075000,P. trichocarpa,AT4G20140,A. thaliana,many-to-many
Potri.001G075000,P. trichocarpa,AT5G44700,A. thaliana,many-to-many
Potri.001G075300,P. trichocarpa,AT5G17370,A. thaliana,one-to-one
Potri.001G075500,P. trichocarpa,AT5G45680,A. thaliana,one-to-one
Potri.001G075600,P. trichocarpa,AT1G30900,A. thaliana,many-to-many
Potri.001G075600,P. trichocarpa,AT2G34940,A. thaliana,many-to-many
Potri.001G075800,P. trichocarpa,AT3G57430,A. thaliana,one-to-one
Potri.001G075900,P. trichocarpa,AT4G20090,A. thaliana,many-to-one
Potri.001G076200,P. trichocarpa,AT3G47630,A. thaliana,one-to-one
Potri.001G078500,P. trichocarpa,AT1G02410,A. thaliana,one-to-one
Potri.001G078600,P. trichocarpa,AT1G33410,A. thaliana,one-to-one
Potri.001G078700,P. trichocarpa,AT2G02370,A. thaliana,many-to-one
Potri.001G078800,P. trichocarpa,AT4G24250,A. thaliana,one-to-one
Potri.001G078900,P. trichocarpa,AT5G49720,A. thaliana,many-to-one
Potri.001G079000,P. trichocarpa,AT5G49730,A. thaliana,one-to-many
Potri.001G079000,P. trichocarpa,AT5G49740,A. thaliana,one-to-many
Potri.001G079100,P. trichocarpa,AT5G07590,A. thaliana,many-to-one
Potri.001G079400,P. trichocarpa,AT5G51180,A. thaliana,many-to-one
Potri.001G079600,P. trichocarpa,AT5G07580,A. thaliana,many-to-many
Potri.001G079600,P. trichocarpa,AT5G61590,A. thaliana,many-to-many
Potri.001G079800,P. trichocarpa,AT5G51190,A. thaliana,many-to-one
Potri.001G080000,P. trichocarpa,AT4G25140,A. thaliana,many-to-many
Potri.001G080000,P. trichocarpa,AT5G51210,A. thaliana,many-to-many
Potri.001G080100,P. trichocarpa,AT5G07500,A. thaliana,one-to-one
Potri.001G080200,P. trichocarpa,AT5G51230,A. thaliana,one-to-one
Potri.001G080300,P. trichocarpa,AT5G61620,A. thaliana,one-to-one
Potri.001G080400,P. trichocarpa,AT1G02130,A. thaliana,many-to-one
Potri.001G080500,P. trichocarpa,AT5G07490,A. thaliana,one-to-many
Potri.001G080500,P. trichocarpa,AT5G61630,A. thaliana,one-to-many
Potri.001G080600,P. trichocarpa,AT5G07480,A. thaliana,one-to-one
Potri.001G080700,P. trichocarpa,AT5G07475,A. thaliana,many-to-one
Potri.001G081300,P. trichocarpa,AT1G80245,A. thaliana,many-to-many
Potri.001G081300,P. trichocarpa,AT4G00695,A. thaliana,many-to-many
Potri.001G081400,P. trichocarpa,AT1G31320,A. thaliana,many-to-one
Potri.001G081500,P. trichocarpa,AT1G31330,A. thaliana,many-to-one
Potri.001G081600,P. trichocarpa,AT4G19600,A. thaliana,many-to-many
Potri.001G081600,P. trichocarpa,AT5G45190,A. thaliana,many-to-many
Potri.001G081900,P. trichocarpa,AT1G22860,A. thaliana,many-to-one
Potri.001G082000,P. trichocarpa,AT5G16950,A. thaliana,one-to-one
Potri.001G082100,P. trichocarpa,AT5G16780,A. thaliana,one-to-one
Potri.001G082400,P. trichocarpa,AT4G24120,A. thaliana,many-to-one
Potri.001G082500,P. trichocarpa,AT4G24110,A. thaliana,many-to-one
Potri.001G082600,P. trichocarpa,AT1G64690,A. thaliana,many-to-one
Potri.001G082700,P. trichocarpa,AT4G24150,A. thaliana,one-to-one
Potri.001G082800,P. trichocarpa,AT4G19550,A. thaliana,one-to-one
Potri.001G083100,P. trichocarpa,AT5G42090,A. thaliana,many-to-one
Potri.001G083300,P. trichocarpa,AT1G64680,A. thaliana,one-to-one
Potri.001G083400,P. trichocarpa,AT4G24140,A. thaliana,many-to-one
Potri.001G083800,P. trichocarpa,AT1G26665,A. thaliana,many-to-many
Potri.001G083800,P. trichocarpa,AT5G41910,A. thaliana,many-to-many
Potri.001G083900,P. trichocarpa,AT2G46660,A. thaliana,many-to-many
Potri.001G083900,P. trichocarpa,AT3G61880,A. thaliana,many-to-many
Potri.001G084000,P. trichocarpa,AT1G64660,A. thaliana,one-to-one
Potri.001G084200,P. trichocarpa,AT4G24130,A. thaliana,many-to-one
Potri.001G084300,P. trichocarpa,AT5G41940,A. thaliana,many-to-one
Potri.001G084400,P. trichocarpa,AT4G24120,A. thaliana,many-to-one
Potri.001G084500,P. trichocarpa,AT4G24090,A. thaliana,one-to-one
Potri.001G084600,P. trichocarpa,AT5G41960,A. thaliana,many-to-one
Potri.001G084700,P. trichocarpa,AT4G10730,A. thaliana,many-to-many
Potri.001G084700,P. trichocarpa,AT4G24100,A. thaliana,many-to-many
Potri.001G085100,P. trichocarpa,AT1G64640,A. thaliana,one-to-one
Potri.001G085200,P. trichocarpa,AT4G10760,A. thaliana,one-to-one
Potri.001G085300,P. trichocarpa,AT5G48050,A. thaliana,many-to-one
Potri.001G085400,P. trichocarpa,AT4G27745,A. thaliana,many-to-one
Potri.001G085500,P. trichocarpa,AT1G64630,A. thaliana,many-to-many
Potri.001G085500,P. trichocarpa,AT5G41990,A. thaliana,many-to-many
Potri.001G085600,P. trichocarpa,AT4G10790,A. thaliana,many-to-one
Potri.001G085900,P. trichocarpa,AT4G00910,A. thaliana,many-to-one
Potri.001G086000,P. trichocarpa,AT1G64625,A. thaliana,many-to-one
Potri.001G086300,P. trichocarpa,AT5G42000,A. thaliana,many-to-one
Potri.001G086400,P. trichocarpa,AT4G24060,A. thaliana,many-to-one
Potri.001G086800,P. trichocarpa,AT1G64600,A. thaliana,one-to-one
Potri.001G086900,P. trichocarpa,AT4G24050,A. thaliana,many-to-one
Potri.001G087100,P. trichocarpa,AT4G24040,A. thaliana,many-to-one
Potri.001G087200,P. trichocarpa,AT4G10810,A. thaliana,many-to-many
Potri.001G087200,P. trichocarpa,AT4G24026,A. thaliana,many-to-many
Potri.001G087300,P. trichocarpa,AT1G64550,A. thaliana,one-to-one
Potri.001G087400,P. trichocarpa,AT1G55090,A. thaliana,many-to-one
Potri.001G087500,P. trichocarpa,AT5G28540,A. thaliana,many-to-many
Potri.001G087500,P. trichocarpa,AT5G42020,A. thaliana,many-to-many
Potri.001G087800,P. trichocarpa,AT4G10840,A. thaliana,many-to-one
Potri.001G087900,P. trichocarpa,AT4G24020,A. thaliana,many-to-one
Potri.001G088000,P. trichocarpa,AT5G63610,A. thaliana,many-to-one
Potri.001G088200,P. trichocarpa,AT1G64520,A. thaliana,many-to-one
Potri.001G088300,P. trichocarpa,AT1G64510,A. thaliana,one-to-one
Potri.001G088400,P. trichocarpa,AT4G24015,A. thaliana,many-to-one
Potri.001G088600,P. trichocarpa,AT4G23980,A. thaliana,many-to-one
Potri.001G088800,P. trichocarpa,AT5G42050,A. thaliana,many-to-one
Potri.001G088900,P. trichocarpa,AT1G64500,A. thaliana,many-to-one
Potri.001G089100,P. trichocarpa,AT5G10560,A. thaliana,one-to-one
Potri.001G089300,P. trichocarpa,AT3G13550,A. thaliana,one-to-one
Potri.001G089400,P. trichocarpa,AT4G10920,A. thaliana,one-to-one
Potri.001G089500,P. trichocarpa,AT5G42070,A. thaliana,many-to-one
Potri.001G089600,P. trichocarpa,AT4G10925,A. thaliana,many-to-one
Potri.001G089700,P. trichocarpa,AT4G23950,A. thaliana,many-to-one
Potri.001G089800,P. trichocarpa,AT4G23940,A. thaliana,one-to-one
Potri.001G089900,P. trichocarpa,AT4G10930,A. thaliana,one-to-one
Potri.001G090400,P. trichocarpa,AT1G64450,A. thaliana,many-to-many
Potri.001G090400,P. trichocarpa,AT4G23930,A. thaliana,many-to-many
Potri.001G090500,P. trichocarpa,AT4G10955,A. thaliana,many-to-one
Potri.001G090600,P. trichocarpa,AT5G42080,A. thaliana,many-to-one
Potri.001G090700,P. trichocarpa,AT4G10960,A. thaliana,many-to-many
Potri.001G090700,P. trichocarpa,AT4G23920,A. thaliana,many-to-many
Potri.001G090800,P. trichocarpa,AT1G64430,A. thaliana,many-to-one
Potri.001G090900,P. trichocarpa,AT4G10970,A. thaliana,many-to-one
Potri.001G091100,P. trichocarpa,AT4G23895,A. thaliana,one-to-one
Potri.001G091300,P. trichocarpa,AT4G23890,A. thaliana,many-to-one
Potri.001G091500,P. trichocarpa,AT1G64405,A. thaliana,many-to-one
Potri.001G091600,P. trichocarpa,AT4G23860,A. thaliana,many-to-one
Potri.001G091800,P. trichocarpa,AT5G62050,A. thaliana,many-to-one
Potri.001G091900,P. trichocarpa,AT4G11030,A. thaliana,many-to-many
Potri.001G091900,P. trichocarpa,AT4G23850,A. thaliana,many-to-many
Potri.001G092000,P. trichocarpa,AT4G23840,A. thaliana,one-to-one
Potri.001G092200,P. trichocarpa,AT1G64390,A. thaliana,many-to-one
Potri.001G092300,P. trichocarpa,AT1G64385,A. thaliana,many-to-one
Potri.001G092400,P. trichocarpa,AT1G64380,A. thaliana,many-to-one
Potri.001G092500,P. trichocarpa,AT5G53160,A. thaliana,many-to-one
Potri.001G092800,P. trichocarpa,AT5G41850,A. thaliana,one-to-one
Potri.001G092900,P. trichocarpa,AT4G11070,A. thaliana,many-to-many
Potri.001G092900,P. trichocarpa,AT4G23810,A. thaliana,many-to-many
Potri.001G093500,P. trichocarpa,AT1G64340,A. thaliana,one-to-many
Potri.001G093500,P. trichocarpa,AT5G41810,A. thaliana,one-to-many
Potri.001G093600,P. trichocarpa,AT5G41800,A. thaliana,many-to-one
Potri.001G093700,P. trichocarpa,AT4G11080,A. thaliana,many-to-many
Potri.001G093700,P. trichocarpa,AT4G23800,A. thaliana,many-to-many
Potri.001G093800,P. trichocarpa,AT4G11090,A. thaliana,many-to-many
Potri.001G093800,P. trichocarpa,AT4G23790,A. thaliana,many-to-many
Potri.001G094100,P. trichocarpa,AT4G01100,A. thaliana,many-to-one
Potri.001G094200,P. trichocarpa,AT5G41790,A. thaliana,many-to-one
Potri.001G094400,P. trichocarpa,AT5G41770,A. thaliana,many-to-one
Potri.001G094500,P. trichocarpa,AT4G11110,A. thaliana,many-to-one
Potri.001G094600,P. trichocarpa,AT5G41760,A. thaliana,many-to-one
Potri.001G094800,P. trichocarpa,AT4G11140,A. thaliana,many-to-many
Potri.001G094800,P. trichocarpa,AT4G23750,A. thaliana,many-to-many
Potri.001G094900,P. trichocarpa,AT4G27960,A. thaliana,many-to-many
Potri.001G094900,P. trichocarpa,AT5G53300,A. thaliana,many-to-many
Potri.001G095200,P. trichocarpa,AT4G23740,A. thaliana,many-to-one
Potri.001G095500,P. trichocarpa,AT4G11160,A. thaliana,one-to-one
Potri.001G095800,P. trichocarpa,AT1G64190,A. thaliana,many-to-many
Potri.001G095800,P. trichocarpa,AT5G41670,A. thaliana,many-to-many
Potri.001G095900,P. trichocarpa,AT1G60500,A. thaliana,many-to-one
Potri.001G096000,P. trichocarpa,AT4G23720,A. thaliana,many-to-one
Potri.001G096200,P. trichocarpa,AT1G64180,A. thaliana,many-to-many
Potri.001G096200,P. trichocarpa,AT5G41620,A. thaliana,many-to-many
Potri.001G096400,P. trichocarpa,AT5G41610,A. thaliana,one-to-one
Potri.001G096500,P. trichocarpa,AT1G64160,A. thaliana,many-to-many
Potri.001G096500,P. trichocarpa,AT4G23690,A. thaliana,many-to-many
Potri.001G097200,P. trichocarpa,AT1G64140,A. thaliana,many-to-one
Potri.001G097400,P. trichocarpa,AT4G23650,A. thaliana,many-to-one
Potri.001G097500,P. trichocarpa,AT5G60750,A. thaliana,many-to-one
Potri.001G097600,P. trichocarpa,AT1G64110,A. thaliana,one-to-one
Potri.001G097700,P. trichocarpa,AT4G11220,A. thaliana,many-to-many
Potri.001G097700,P. trichocarpa,AT4G23630,A. thaliana,many-to-many
